"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
copcs_tmd_30d_paintalkkissyawn,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">d. Other jaw activities such as talking, kissing, or yawning</span></p></div>","0, No|1, Yes",,,,,,"[bodymap1(copcs02)]='1' or
[bodymap1(copcs03)]='1' or
[bodymap4(copcs20)]='1'",y,LV,,,,
copcs_tmd_screenerscore,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8C1515;"">TMD Screener Score</span></p></div>","if(
    [copcs_tmd_1m_painjawtemple]="""" or
    [copcs_tmd_30d_jawpainawakening]="""" or
    [copcs_tmd_30d_paintalkkissyawn]="""" or
    [copcs_tmd_30d_painchewfood]="""" or
    [copcs_tmd_30d_painopeningmouth]="""" or
    [copcs_tmd_30d_painclench]="""" or
    [copcs_tmd_30d_paintalkkissyawn]=""""
    ,0
    ,[copcs_tmd_1m_painjawtemple]+
    [copcs_tmd_30d_jawpainawakening]+
    [copcs_tmd_30d_paintalkkissyawn]+
    [copcs_tmd_30d_painchewfood]+
    [copcs_tmd_30d_painopeningmouth]+
    [copcs_tmd_30d_painclench]+
    [copcs_tmd_30d_paintalkkissyawn]
)",,,,,,,,,,,," @HIDDEN-SURVEY"
copcs_tmd_diagnosis,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8C1515;"">TMD Box</span><br /><span style=""color: #8C1515;"">IF TMD SCREENER SCORE ≥ 3, CHECK TMD BOX.</span></p></div>","if([copcs_tmd_screenerscore]>=3,1,0)",TMD,,,,,,,,,,," @HIDDEN-SURVEY"
copcs_clbp_painhowlong,copcs,"<div class=""rich-text-field-label""><div style=""background-color: #cffbbb; height: 10px; width: 100%;""> </div> <p><span style=""text-decoration: underline;"">Instructions</span><span style=""font-weight: normal;"">: You have reached this module because you indicated having pain in areas associated with your lower back. Please answer the following questions.</span></p></div>",radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">1. How long has low-back pain been an ongoing problem for you?</span></p></div>","1, Less than 1 month|2, 1-2 months|3, 3-5 months|4, 6 months-11months|5, 1-5 years|6, More than 5 years",,,,,,"[bodymap3(copcs13)]='1' or
[bodymap3(copcs15)]='1' or
[bodymap5(copcs22)]='1' or
[bodymap5(copcs23)]='1'",y,LV,,,,
copcs_clbp_6m_painfreq,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">2. How often has low-back pain been an ongoing problem for you over the </span><span style=""text-decoration: underline;"">past 6 months</span><span style=""font-weight: normal;"">?</span></p></div>","1, Less than half the days in the past 6 months|2, At least half the days in the past 6 months|3, Every day or nearly every day in the past 6 months",,,,,,"[copcs_clbp_painhowlong] = '3' or [copcs_clbp_painhowlong] = '4' or [copcs_clbp_painhowlong] = '5' or [copcs_clbp_painhowlong] = '6'",y,LV,,,,
copcs_clbp_diagnosis,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8C1515;"">cLBP </span><br /><span style=""color: #8C1515;"">IF QUESTION # 1 IS 3-5 MONTHS OR LONGER AND</span><span style=""color: #8C1515;""> QUESTION # 2 IS EVERY DAY OR AT LEAST HALF THE DAYS, CHECK CLBP BOX.</span><br /><span style=""color: #8C1515;"">PROGRAMMING SPEC: IF cLBP = 0, STOP.</span></p></div>","if(
    [copcs_clbp_painhowlong]>=3 and
    [copcs_clbp_6m_painfreq]="""",0,
    if(
        [copcs_clbp_painhowlong]>=3 and
        [copcs_clbp_6m_painfreq]>=2
    ,1,0)
)",,,,,,,,,,,," @HIDDEN-SURVEY"
copcs_icbps_1,copcs," ",yesno,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">1. In the </span><span style=""text-decoration: underline;"">past 3 months</span><span style=""font-weight: normal;"">, have you ever had a feeling of pain, pressure, or discomfort in your lower abdomen or pelvic area -- that is, the part of your body that is above your legs and below your belly button?</span></p></div>",,,,,,,"[bodymap3(copcs11)] = '1' or [bodymap3(copcs14)] = '1'",y,LV,,,,
copcs_icbps_2,copcs,,yesno,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">2. In the </span><span style=""text-decoration: underline;"">past 3 months</span><span style=""font-weight: normal;"">, have you had a feeling of a strong urge or feeling that you had to urinate or ""pee"" that made it difficult for you to wait to go to the bathroom?</span></p></div>",,,,,,,"[bodymap3(copcs11)] = '1' or [bodymap3(copcs14)] = '1'",y,LV,,,,
copcs_icbps_3,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">3. Would you say this urge to urinate is mainly because of pain, pressure or discomfort or mainly because you are afraid you will not make it to the toilet in time to avoid wetting?</span></p></div>","1, PAIN, PRESSURE, DISCOMFORT | 2, FEAR of WETTING",,,,,,"[copcs_icbps_2] = '1'",y,LV,,,,"IF QUESTION 2 = NO, THEN SKIP LOGIC"
copcs_icbps_4,copcs,,text,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">4. In the </span><span style=""text-decoration: underline;"">past 3 months (when you were having symptoms)</span><span style=""font-weight: normal;"">, how many times on average have you had to go to the bathroom to urinate during the day when you are awake?</span></p></div>",,"Enter number of times",integer,,92,,"[copcs_icbps_2] = '1'",y,LV,,,,
copcs_icbps_box,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8c1515;"">Two DIAGNOSTIC PATHS</span><br /><span style=""color: #8c1515;"">A) QUESTION 1 = YES AND QUESTION 2 = YES AND QUESTION 3 = PAIN, PRESSURE, DISCOMFORT</span><br /><span style=""color: #8c1515;"">B) QUESTION 1= YES AND QUESTION 4 >= 10</span></p></div>","if([copcs_icbps_1] <> """",     if([copcs_icbps_1] = 1         AND         [copcs_icbps_4] >= 10,         1,         if([copcs_icbps_1] = 1             AND             [copcs_icbps_2] = 1             AND             [copcs_icbps_3] = 1, 1,0)     ),"""")",,,,,,,,RH,,,," @HIDDEN-SURVEY"
copcs_icbps_5a,copcs,,yesno,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">5. In the </span><span style=""text-decoration: underline;"">last three months</span><span style=""font-weight: normal;"">, have you experienced any pain or discomfort in the following areas?</span></p> <p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">a. Area between rectum and testicles (perineum)</span></p></div>",,,,,,,"[copcs_demo_sex] = '1' and [copcs_icbps_1] <> """"",y,LV,,,,
copcs_icbps_5b,copcs,,yesno,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">In the </span><span style=""text-decoration: underline;"">last week</span><span style=""font-weight: normal;"">, have you experienced:</span><br /><span style=""font-weight: normal;"">b. Pain or discomfort during or after sexual climax (ejaculation)?</span></p></div>",,,,,,,"[copcs_demo_sex] = '1' and [copcs_icbps_1] <> """"",y,LV,,,,
copcs_icbps_5c,copcs,,slider,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">c. Which number best describes your AVERAGE pain or discomfort on the days that you had it, over the </span><span style=""text-decoration: underline;"">last three months</span><span style=""font-weight: normal;"">?</span></p></div>","0 - No Pain |  | 10 - Worst Imaginable Pain",,number,,10,,"[copcs_demo_sex] = '1' and [copcs_icbps_1] <> """"",y,LH,,,,
chron_prost_box,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8c1515;"">Chronic Prostatitis</span><br /><span style=""color: #8c1515;"">TWO DIAGNOSTIC PATHs</span></p> <p><span style=""color: #8c1515;"">A) QUESTION A = YES AND C >= 4</span><br /><span style=""color: #8c1515;"">B) QUESTION B = YES AND C > = 4</span></p></div>","if([copcs_icbps_5c]<>"""",
    if([copcs_icbps_5c]>=4,
        if([copcs_icbps_5a]<>"""",
            if([copcs_icbps_5a]=1,1,
                if([copcs_icbps_5b]<>"""",
                    if([copcs_icbps_5b]=1,1,0)
                ,"""")
            )
        ,"""")
    ,0)
,"""")",,,,,,"[copcs_demo_sex] = '1' and [copcs_icbps_1] <> """"",,RH,,,," @HIDDEN-SURVEY"
copcs_mitth_3m_hacountdays_2,copcs,"<div class=""rich-text-field-label""><div style=""background-color: #cffbbb; height: 10px; width: 100%;""> </div> <p><span style=""text-decoration: underline;"">Instructions</span><span style=""font-weight: normal;"">: You have reached this module because you indicated having pain in areas associated with your head and face. Please answer the following questions.</span></p> <p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">What was the FREQUENCY of your headaches? When answering the next 2 questions, if you don't remember the exact number of headache days, please give the best answer you can. If a headache lasted more than 1 day, count each day.</span></p></div>",yesno,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">In the past </span><span style=""text-decoration: underline;"">three months</span><span style=""font-weight: normal;"">, have you experienced headaches on at least half of the days?""</span></p></div>",,"Number of Days (past 90)",,,,,"[bodymap1(copcs01)]='1' or
[bodymap1(copcs02)]='1' or
[bodymap1(copcs03)]='1' or
[bodymap4(copcs20)]='1'",y,LV,,,,
copcs_mitth_frequencyflag,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8c1515;"">IF NUMBER OF DAYS (PAST 90) ≥ 45, CHECK THE ""FREQUENCY"" BOX</span><br /><br /><span style=""color: #8c1515;"">PROGRAMMING SPEC: IF ""FREQUENCY"" = 0, STOP.</span><br /><br /><span style=""color: #8c1515;"">CHECK THE ""FREQUENCY"" BOX. </span></p> <p> </p></div>","if([copcs_mitth_3m_hacountdays_2]= '1', 1, 0)",Frequency,,,,,,,,,,," @HIDDEN-SURVEY"
copcs_mitth_1m_lightsensitive,copcs,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">What were your SYMPTOMS when you had headaches in the </span><u>last month (past 30 days)</u><span style=""font-weight: normal;"">?</span></p> <p><span style=""font-weight: normal;"">Describe the pain and other symptoms you have with your headaches. If you have more than 1 type of headache, please answer for your most severe type.</span></p></div>",radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">3. How often in the </span><span style=""text-decoration: underline;"">last month (past 30 days)</span><span style=""font-weight: normal;""> were you unusually sensitive to light (e.g. you felt more comfortable in a dark place)?</span></p></div>","0, Never|1, Rarely|2, Less than half the time|3, Half the time or more",,,,,,"[copcs_mitth_3m_hacountdays_2] = '1'",y,LV,,,,
copcs_mitth_1m_soundsensitive,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">4. How often in the </span><span style=""text-decoration: underline;"">last month (past 30 days) </span><span style=""font-weight: normal;"">were you unusually sensitive to sound (e.g. you felt more comfortable in a quiet place)?</span></p></div>","0, Never|1, Rarely|2, Less than half the time|3, Half the time or more",,,,,,"[copcs_mitth_3m_hacountdays_2] = '1'",y,LV,,,,
copcs_mitth_lastm_painmodsev,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">5. How often in the </span><span style=""text-decoration: underline;"">last month (past 30 days)</span><span style=""font-weight: normal;""> was the pain moderate or severe?</span></p></div>","0, Never|1, Rarely|2, Less than half the time|3, Half the time or more",,,,,,"[copcs_mitth_3m_hacountdays_2] = '1'",y,LV,,,,
copcs_mitth_lastmonth_nauseated,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">6. How often in the </span><span style=""text-decoration: underline;"">last month (past 30 days)</span><span style=""font-weight: normal;""> did you feel nauseated or sick to your stomach?</span></p></div>","0, Never|1, Rarely|2, Less than half the time|3, Half the time or more",,,,,,"[copcs_mitth_3m_hacountdays_2] = '1'",y,LV,,,,
copcs_mitth_symptomsfrequency,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8C1515;"">IF QUESTIONS 3, 4, AND 5 = ""2"" OR ""3,"" CHECK THE ""SYMPTOMS"" BOX.</span><br /><br /><span style=""color: #8C1515;"">OR</span><br /><br /><span style=""color: #8C1515;"">BOTH QUESTIONS 5 AND 6 = ""2"" OR ""3,"" CHECK THE ""SYMPTOMS"" BOX.</span></p></div>","if(
    [copcs_mitth_1m_lightsensitive] >=2 and
   [copcs_mitth_1m_soundsensitive] >=2 and
    [copcs_mitth_lastm_painmodsev] >=2
    ,1,if(
        [copcs_mitth_lastm_painmodsev] >=2 and
        [copcs_mitth_lastmonth_nauseated] >=2,1,0)
)",Symptoms,,,,,,,,,,," @HIDDEN-SURVEY"
copcs_mitth_otcmeds,copcs,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">What was your MEDICATION USE for headache in the </span><span style=""text-decoration: underline;"">last month (past 30 days)</span><span style=""font-weight: normal;"">?</span><br /><span style=""font-weight: normal;"">When answering the next 2 questions, only count medications you take as needed to relieve headache.</span></p></div>",text,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">7. How many days in the </span><span style=""text-decoration: underline;"">last month (past 30 days)</span><span style=""font-weight: normal;""> did you use over-the-counter medications to treat your headache attacks?</span></p></div>",,"Number of Days",integer,0,30,,"[copcs_mitth_3m_hacountdays_2] = '1'",y,LV,,,,
copcs_mitth_prescriptionmeds,copcs,,text,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">8. How many days in the </span><u>last month (past 30 days)</u><span style=""font-weight: normal;""> did you use prescription medications to treat your headache attacks?</span></p></div>",,"Number of Days",integer,0,30,,"[copcs_mitth_3m_hacountdays_2] = '1'",y,LV,,,,
copcs_mitth_medicationflag,copcs,"<div class=""rich-text-field-label""></div>",calc,"<div class=""rich-text-field-label""><p><span style=""color: #8C1515;"">IF YOU ANSWERED 10 OR MORE TO QUESTIONS 7 OR 8,</span><br /><br /><span style=""color: #8C1515;"">CHECK THE ""MEDICATION USE"" BOX.</span></p></div>","if(
    [copcs_mitth_otcmeds]>=10,1,
    if(
        [copcs_mitth_prescriptionmeds]>=10,1,0)
)","Medication Use",,,,,,,,,,," @HIDDEN-SURVEY"
copcs_mitth_migraineflag,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8C1515;"">IF FREQUENCY BOX IS CHECKED, AND SYMPTOMS OR MEDICATION USE BOX IS CHECKED, CHECK ""MIGRAINE"" BOX.</span></p></div>","if(
    [copcs_mitth_frequencyflag]=1,
        if(
            [copcs_mitth_medicationflag]=1,1,
                if(
                    [copcs_mitth_symptomsfrequency]=1,1,0)
        )
,0)","Migraine Headache",,,,,,,,,,," @HIDDEN-SURVEY"
copcs_mitth_tensionheadacheflag,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8C1515;"">IF FREQUENCY BOX IS CHECKED, AND SYMPTOMS BOX IS NOT CHECKED AND MEDICATION USE BOX IS NOT CHECKED, CHECK ""TENSION HEADACHE"" BOX.</span></p></div>","if(
    [copcs_mitth_frequencyflag]=1,
        if(
            [copcs_mitth_symptomsfrequency]=0,
                if(
                    [copcs_mitth_medicationflag]=0,1,0
                )
        ,0)
,0)","Tension Headache",,,,,,,,,,," @HIDDEN-SURVEY"
copcs_ibs_3m_howoftenpain,copcs,"<div class=""rich-text-field-label""><div style=""background-color: #cffbbb; height: 10px; width: 100%;""> </div> <p style=""line-height: 14.0pt; margin: .25pt 0in .0001pt 0in;""><span style=""font-weight: normal;""><strong><u>Instructions</u></strong>: You have reached this module because you indicated having pain in areas associated with your abdomen and/or rectal areas. Please answer the following questions.</span></p></div>",radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">1. In the <strong><u>last 3 months (90 days</u></strong><u style=""text-underline: black;"">)</u>, how often did you have pain anywhere in your abdomen? </span></p></div>","0, Never|1, Less than one day a month|2, One day a month|3, Two to three days a month|4, Once a week|5, Two to three days a week|6, Most days|7, Every day|8, Multiple times per day or all the time",,,,,,"[bodymap3(copcs11)]= 1 or
[bodymap3(copcs13)]= 1 or
[bodymap3(copcs14)]= 1 or
[bodymap3(copcs15)]= 1 or
[bodymap5(copcs23)]= 1",y,LV,,,,
copcs_ibs_frequency,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8C1515;"">IF 1 ≥ ""ONCE A WEEK"" CHECK ""FREQUENCY"" BOX. </span><br /><br /><span style=""color: #8C1515;"">PROGRAMMING SPEC: IF ""FREQUENCY"" = 0, STOP.</span></p></div>","if([copcs_ibs_3m_howoftenpain]>=4,""1"",""0"")",Frequency,,,,,,,,,,," @HIDDEN-SURVEY"
copcs_ibs_3m_paintimed2bowel,copcs," ",slider,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">2. How often did this pain in your abdomen happen close in time to a bowel movement -- just before, during, or soon after? (Percent of times with pain)</span></p></div>","0% Never | 50% | 100% Always",,number,,,,"[copcs_ibs_frequency] = '1'",y,LH,,,,
